id,original_text,normalized_text,token_ids,token_length,text_length
hassaniya_0255,أديرهم في أبيوت مونكين وأتم حماي من الحوت في أنهار وحماي من كسكس في اليل,اديرهم في ابيوت مونكين واتم حماي من الحوت في انهار وحماي من كسكس في اليل,"[5, 12, 33, 14, 31, 29, 3, 25, 33, 3, 5, 6, 33, 32, 7, 3, 29, 32, 30, 27, 33, 30, 3, 32, 5, 7, 29, 3, 10, 29, 5, 33, 3, 29, 30, 3, 5, 28, 10, 32, 7, 3, 25, 33, 3, 5, 30, 31, 5, 14, 3, 32, 10, 29, 5, 33, 3, 29, 30, 3, 27, 16, 27, 16, 3, 25, 33, 3, 5, 28, 33, 28]",72,72
hassaniya_0256,سعدبوه  طاحت مظحكة  أبكات شم,سعدبوه طاحت مظحكه ابكات شم,"[16, 22, 12, 6, 32, 31, 3, 20, 5, 10, 7, 3, 29, 21, 10, 27, 31, 3, 5, 6, 27, 5, 7, 3, 17, 29]",26,28
hassaniya_0257,وحتي الناس أل في الخارج,وحتي الناس ال في الخارج,"[32, 10, 7, 33, 3, 5, 28, 30, 5, 16, 3, 5, 28, 3, 25, 33, 3, 5, 28, 11, 5, 14, 9]",23,23
hassaniya_0258,هذ يقال الخزو,هذ يقال الخزو,"[31, 13, 3, 33, 26, 5, 28, 3, 5, 28, 11, 15, 32]",13,13
hassaniya_0259,وركاج أمشارك,وركاج امشارك,"[32, 14, 27, 5, 9, 3, 5, 29, 17, 5, 14, 27]",12,12
hassaniya_0260,وذمن المآسي يتعرض اله,وذمن الماسي يتعرض اله,"[32, 13, 29, 30, 3, 5, 28, 29, 5, 16, 33, 3, 33, 7, 22, 14, 19, 3, 5, 28, 31]",21,21
hassaniya_0261,ران جايينك لاه نمش بيك أنت لاه تنحبس,ران جايينك لاه نمش بيك انت لاه تنحبس,"[14, 5, 30, 3, 9, 5, 33, 33, 30, 27, 3, 28, 5, 31, 3, 30, 29, 17, 3, 6, 33, 27, 3, 5, 30, 7, 3, 28, 5, 31, 3, 7, 30, 10, 6, 16]",36,36
hassaniya_0262,عن هذ الشعب الذ هو,عن هذ الشعب الذ هو,"[22, 30, 3, 31, 13, 3, 5, 28, 17, 22, 6, 3, 5, 28, 13, 3, 31, 32]",18,18
hassaniya_0263,ونعرف عن المال طاعون,ونعرف عن المال طاعون,"[32, 30, 22, 14, 25, 3, 22, 30, 3, 5, 28, 29, 5, 28, 3, 20, 5, 22, 32, 30]",20,20
hassaniya_0264,لافي الحكومة ولا في الكاش,لافي الحكومه ولا في الكاش,"[28, 5, 25, 33, 3, 5, 28, 10, 27, 32, 29, 31, 3, 32, 28, 5, 3, 25, 33, 3, 5, 28, 27, 5, 17]",25,25
hassaniya_0265,تجبر واحد في الكاج,تجبر واحد في الكاج,"[7, 9, 6, 14, 3, 32, 5, 10, 12, 3, 25, 33, 3, 5, 28, 27, 5, 9]",18,18
hassaniya_0266,ولحباس,ولحباس,"[32, 28, 10, 6, 5, 16]",6,6
hassaniya_0267,هو ذ رجل أعمال هو نهاية  أشهر يقبظ ست ملايين ول سبعة,هو ذ رجل اعمال هو نهايه اشهر يقبظ ست ملايين ول سبعه,"[31, 32, 3, 13, 3, 14, 9, 28, 3, 5, 22, 29, 5, 28, 3, 31, 32, 3, 30, 31, 5, 33, 31, 3, 5, 17, 31, 14, 3, 33, 26, 6, 21, 3, 16, 7, 3, 29, 28, 5, 33, 33, 30, 3, 32, 28, 3, 16, 6, 22, 31]",51,52
hassaniya_0268,وقلت الخدمات,وقلت الخدمات,"[32, 26, 28, 7, 3, 5, 28, 11, 12, 29, 5, 7]",12,12
hassaniya_0269,أتمثل,اتمثل,"[5, 7, 29, 8, 28]",5,5
hassaniya_0270,جميع مكونات الشعب الموريتاني معناه عنك لين تقعد,جميع مكونات الشعب الموريتاني معناه عنك لين تقعد,"[9, 29, 33, 22, 3, 29, 27, 32, 30, 5, 7, 3, 5, 28, 17, 22, 6, 3, 5, 28, 29, 32, 14, 33, 7, 5, 30, 33, 3, 29, 22, 30, 5, 31, 3, 22, 30, 27, 3, 28, 33, 30, 3, 7, 26, 22, 12]",47,47
hassaniya_0271,ماخالق دولة اليوم,ماخالق دوله اليوم,"[29, 5, 11, 5, 28, 26, 3, 12, 32, 28, 31, 3, 5, 28, 33, 32, 29]",17,17
hassaniya_0272,كفط دبشك,كفط دبشك,"[27, 25, 20, 3, 12, 6, 17, 27]",8,8
hassaniya_0273,وقلت الشغلة,وقلت الشغله,"[32, 26, 28, 7, 3, 5, 28, 17, 23, 28, 31]",11,11
hassaniya_0274,بسيط هي المسئلة ألا ذ قده,بسيط هي المسيله الا ذ قده,"[6, 16, 33, 20, 3, 31, 33, 3, 5, 28, 29, 16, 33, 28, 31, 3, 5, 28, 5, 3, 13, 3, 26, 12, 31]",25,25
hassaniya_0275,أنت ذأل أتمثل في البرلمان شنه,انت ذال اتمثل في البرلمان شنه,"[5, 30, 7, 3, 13, 5, 28, 3, 5, 7, 29, 8, 28, 3, 25, 33, 3, 5, 28, 6, 14, 28, 29, 5, 30, 3, 17, 30, 31]",29,29
hassaniya_0276,مواطن البسيط مايقود ولايسوق يقول كيف يبقي,مواطن البسيط مايقود ولايسوق يقول كيف يبقي,"[29, 32, 5, 20, 30, 3, 5, 28, 6, 16, 33, 20, 3, 29, 5, 33, 26, 32, 12, 3, 32, 28, 5, 33, 16, 32, 26, 3, 33, 26, 32, 28, 3, 27, 33, 25, 3, 33, 6, 26, 33]",41,41
hassaniya_0277,يغير أنت تخلص,يغير انت تخلص,"[33, 23, 33, 14, 3, 5, 30, 7, 3, 7, 11, 28, 18]",13,13
hassaniya_0278,من مال الشعب ياله أتحافظ أعل وحة وأرواي فر أضر بيه ول أرواي  أتفرق مايال  تتكلم عنه,من مال الشعب ياله اتحافظ اعل وحه وارواي فر اضر بيه ول ارواي اتفرق مايال تتكلم عنه,"[29, 30, 3, 29, 5, 28, 3, 5, 28, 17, 22, 6, 3, 33, 5, 28, 31, 3, 5, 7, 10, 5, 25, 21, 3, 5, 22, 28, 3, 32, 10, 31, 3, 32, 5, 14, 32, 5, 33, 3, 25, 14, 3, 5, 19, 14, 3, 6, 33, 31, 3, 32, 28, 3, 5, 14, 32, 5, 33, 3, 5, 7, 25, 14, 26, 3, 29, 5, 33, 5, 28, 3, 7, 7, 27, 28, 29, 3, 22, 30, 31]",81,83
hassaniya_0279,ألا أن دافع  تحت غزواني ول ولد الداي ول ولد أحويرثي  ول بعد النظام والناس العارق في النظام,الا ان دافع تحت غزواني ول ولد الداي ول ولد احويرثي ول بعد النظام والناس العارق في النظام,"[5, 28, 5, 3, 5, 30, 3, 12, 5, 25, 22, 3, 7, 10, 7, 3, 23, 15, 32, 5, 30, 33, 3, 32, 28, 3, 32, 28, 12, 3, 5, 28, 12, 5, 33, 3, 32, 28, 3, 32, 28, 12, 3, 5, 10, 32, 33, 14, 8, 33, 3, 32, 28, 3, 6, 22, 12, 3, 5, 28, 30, 21, 5, 29, 3, 32, 5, 28, 30, 5, 16, 3, 5, 28, 22, 5, 14, 26, 3, 25, 33, 3, 5, 28, 30, 21, 5, 29]",88,90
hassaniya_0280,التقدمي فم نوع من البظان راخي,التقدمي فم نوع من البظان راخي,"[5, 28, 7, 26, 12, 29, 33, 3, 25, 29, 3, 30, 32, 22, 3, 29, 30, 3, 5, 28, 6, 21, 5, 30, 3, 14, 5, 11, 33]",29,29
hassaniya_0281,وشوف وحدين يظلم بيظان يقيرماه لاه يتكلم خايف لعل يقال اه ذ عنصري   عنصري أنت لاه تم  ألا عنصري لاه تقالك,وشوف وحدين يظلم بيظان يقيرماه لاه يتكلم خايف لعل يقال اه ذ عنصري عنصري انت لاه تم الا عنصري لاه تقالك,"[32, 17, 32, 25, 3, 32, 10, 12, 33, 30, 3, 33, 21, 28, 29, 3, 6, 33, 21, 5, 30, 3, 33, 26, 33, 14, 29, 5, 31, 3, 28, 5, 31, 3, 33, 7, 27, 28, 29, 3, 11, 5, 33, 25, 3, 28, 22, 28, 3, 33, 26, 5, 28, 3, 5, 31, 3, 13, 3, 22, 30, 18, 14, 33, 3, 22, 30, 18, 14, 33, 3, 5, 30, 7, 3, 28, 5, 31, 3, 7, 29, 3, 5, 28, 5, 3, 22, 30, 18, 14, 33, 3, 28, 5, 31, 3, 7, 26, 5, 28, 27]",101,104
hassaniya_0282,ماتسمعلهم أكلام ولاتسمع  بيرام,ماتسمعلهم اكلام ولاتسمع بيرام,"[29, 5, 7, 16, 29, 22, 28, 31, 29, 3, 5, 27, 28, 5, 29, 3, 32, 28, 5, 7, 16, 29, 22, 3, 6, 33, 14, 5, 29]",29,30
hassaniya_0283,ويجو فيه  تسكرات,ويجو فيه تسكرات,"[32, 33, 9, 32, 3, 25, 33, 31, 3, 7, 16, 27, 14, 5, 7]",15,16
hassaniya_0284,ولاتسمع نوابهم في الكاج,ولاتسمع نوابهم في الكاج,"[32, 28, 5, 7, 16, 29, 22, 3, 30, 32, 5, 6, 31, 29, 3, 25, 33, 3, 5, 28, 27, 5, 9]",23,23
hassaniya_0285,أنتوم شمشقرين أعل أجمعت النظام,انتوم شمشقرين اعل اجمعت النظام,"[5, 30, 7, 32, 29, 3, 17, 29, 17, 26, 14, 33, 30, 3, 5, 22, 28, 3, 5, 9, 29, 22, 7, 3, 5, 28, 30, 21, 5, 29]",30,30
hassaniya_0286,ذوك أملي لامعطيلهم شمن المال الحرام وكله يقال أرفد طبلك,ذوك املي لامعطيلهم شمن المال الحرام وكله يقال ارفد طبلك,"[13, 32, 27, 3, 5, 29, 28, 33, 3, 28, 5, 29, 22, 20, 33, 28, 31, 29, 3, 17, 29, 30, 3, 5, 28, 29, 5, 28, 3, 5, 28, 10, 14, 5, 29, 3, 32, 27, 28, 31, 3, 33, 26, 5, 28, 3, 5, 14, 25, 12, 3, 20, 6, 28, 27]",55,55
hassaniya_0287,خرص يامس,خرص يامس,"[11, 14, 18, 3, 33, 5, 29, 16]",8,8
hassaniya_0288,وهذ يوحي عن أوصلن مرحلة متقدم,وهذ يوحي عن اوصلن مرحله متقدم,"[32, 31, 13, 3, 33, 32, 10, 33, 3, 22, 30, 3, 5, 32, 18, 28, 30, 3, 29, 14, 10, 28, 31, 3, 29, 7, 26, 12, 29]",29,29
hassaniya_0289,تمت أقالة الوالي كيهيدي ووالي كذا ووالي كذا,تمت اقاله الوالي كيهيدي ووالي كذا ووالي كذا,"[7, 29, 7, 3, 5, 26, 5, 28, 31, 3, 5, 28, 32, 5, 28, 33, 3, 27, 33, 31, 33, 12, 33, 3, 32, 32, 5, 28, 33, 3, 27, 13, 5, 3, 32, 32, 5, 28, 33, 3, 27, 13, 5]",43,43
hassaniya_0290,هذ حد سمع أشك عن هذ جريمة عظمي,هذ حد سمع اشك عن هذ جريمه عظمي,"[31, 13, 3, 10, 12, 3, 16, 29, 22, 3, 5, 17, 27, 3, 22, 30, 3, 31, 13, 3, 9, 14, 33, 29, 31, 3, 22, 21, 29, 33]",30,30
hassaniya_0291,ول في ملح,ول في ملح,"[32, 28, 3, 25, 33, 3, 29, 28, 10]",9,9
hassaniya_0292,يال ترتفع حصانة  بشكل مباشر ذاك الوقت عن بيرام أكلام أل قال  في الأتحاد الأربي,يال ترتفع حصانه بشكل مباشر ذاك الوقت عن بيرام اكلام ال قال في الاتحاد الاربي,"[33, 5, 28, 3, 7, 14, 7, 25, 22, 3, 10, 18, 5, 30, 31, 3, 6, 17, 27, 28, 3, 29, 6, 5, 17, 14, 3, 13, 5, 27, 3, 5, 28, 32, 26, 7, 3, 22, 30, 3, 6, 33, 14, 5, 29, 3, 5, 27, 28, 5, 29, 3, 5, 28, 3, 26, 5, 28, 3, 25, 33, 3, 5, 28, 5, 7, 10, 5, 12, 3, 5, 28, 5, 14, 6, 33]",76,78
hassaniya_0293,يكروص أعليه ذاك الوقت,يكروص اعليه ذاك الوقت,"[33, 27, 14, 32, 18, 3, 5, 22, 28, 33, 31, 3, 13, 5, 27, 3, 5, 28, 32, 26, 7]",21,21
